00OW               20241122                                                                                   
0601OWB4Y       20250101000525100000005000 0400000030000006   
0601OWB4Y       20250101000530100000005000 0400000030000006   
0601OWB4Y       20250101000535100000005000 0400000030000006   
0601OWB4Y       20250101000540100000005000 0400000030000006   
0601OWB4Y       20250101000545100000005000 0400000030000005   
0601OWB4Y       20250101000550100000005000 0400000030000005   
0601OWB4Y       20250101000555100000005000 0400000030000005   
0601OWB4Y       20250101000560100000005000 0400000030000005   
0601OWB4Y       20250101000565100000005000 0400000030000005   
0601OWB4Y       20250101000570100000005000 0400000030000005   
0601OWB4Y       20250101000575100000005000 0400000030000005   
0601OWB4Y       20250101000580100000005000 0400000030000005   
0601OWB4Y       20250101000585100000005000 0400000030000005   
0601OWB4Y       20250101000590100000005000 0400000030000005   
0601OWB4Y       20250101000595100000005000 0400000030000013   
0601OWB4Y       20250101000600100000005000 0400000030000027   
0601OWB4Y       20250101000605100000005000 0400000030000038   
0601OWB4Y       20250101000610100000005000 0400000030000049   
0601OWB4Y       20250101000615100000005000 0400000030000060   
0601OWB4Y       20250101000620100000005000 0400000030000071   
0601OWB4Y       20250101000625100000005000 0400000030000083   
0601OWB4Y       20250101000630100000005000 0400000030000092   
0601OWB4Y       20250101000635100000005000 0400000030000104   
0601OWB4Y       20250101000640100000005000 0400000030000114   
0601OWB4Y       20250101000645100000005000 0400000030000122   
0601OWB4Y       20250101000650100000005000 0400000030000133   
0601OWB4Y       20250101000655100000005000 0400000030000143   
0601OWB4Y       20250101000660100000005000 0400000030000154   
0601OWB4Y       20250101000665100000005000 0400000030000162   
0601OWB4Y       20250101000670100000005000 0400000030000171   
0601OWB4Y       20250101000675100000005000 0400000030000182   
0601OWB4Y       20250101000680100000005000 0400000030000189   
0601OWB4Y       20250101000685100000005000 0400000030000199   
0601OWB4Y       20250101000690100000005000 0400000030000206   
0601OWB4Y       20250101000695100000005000 0400000030000215   
0601OWB4Y       20250101000700100000005000 0400000030000222   
0601OWB4Y       20250101000705100000005000 0400000030000232   
0601OWB4Y       20250101000710100000005000 0400000030000240   
0601OWB4Y       20250101000715100000005000 0400000030000248   
0601OWB4Y       20250101000720100000005000 0400000030000256   
0601OWB4Y       20250101000725100000005000 0400000030000263   
0601OWB4Y       20250101000730100000005000 0400000030000272   
0601OWB4Y       20250101000735100000005000 0400000030000278   
0601OWB4Y       20250101000740100000005000 0400000030000287   
0601OWB4Y       20250101000745100000005000 0400000030000293   
0601OWB4Y       20250101000750100000005000 0400000030000300   
0601OWB4Y       20250101000755100000005000 0400000030000306   
0601OWB4Y       20250101000760100000005000 0400000030000315   
0601OWB4Y       20250101000765100000005000 0400000030000322   
0601OWB4Y       20250101000770100000005000 0400000030000329   
0601OWB4Y       20250101000775100000005000 0400000030000336   
0601OWB4Y       20250101000780100000005000 0400000030000341   
0601OWB4Y       20250101000785100000005000 0400000030000349   
0601OWB4Y       20250101000790100000005000 0400000030000355   
0601OWB4Y       20250101000795100000005000 0400000030000361   
0601OWB4Y       20250101000800100000005000 0400000030000368   
0601OWB4Y       20250101000805100000005000 0400000030000374   
0601OWB4Y       20250101000810100000005000 0400000030000379   
0601OWB4Y       20250101000815100000005000 0400000030000387   
0601OWB4Y       20250101000820100000005000 0400000030000393   
0601OWB4Y       20250101000825100000005000 0400000030000399   
0601OWB4Y       20250101000830100000005000 0400000030000405   
0601OWB4Y       20250101000835100000005000 0400000030000410   
0601OWB4Y       20250101000840100000005000 0400000030000417   
0601OWB4Y       20250101000845100000005000 0400000030000421   
0601OWB4Y       20250101000850100000005000 0400000030000427   
0601OWB4Y       20250101000855100000005000 0400000030000433   
0601OWB4Y       20250101000860100000005000 0400000030000438   
0601OWB4Y       20250101000865100000005000 0400000030000443   
0601OWB4Y       20250101000870100000005000 0400000030000449   
0601OWB4Y       20250101000875100000005000 0400000030000455   
0601OWB4Y       20250101000880100000005000 0400000030000459   
0601OWB4Y       20250101000885100000005000 0400000030000465   
0601OWB4Y       20250101000890100000005000 0400000030000469   
0601OWB4Y       20250101000895100000005000 0400000030000476   
0601OWB4Y       20250101000900100000005000 0400000030000480   
0601OWB4Y       20250101000905100000005000 0400000030000485   
0601OWB4Y       20250101000910100000005000 0400000030000490   
0601OWB4Y       20250101000915100000005000 0400000030000495   
0601OWB4Y       20250101000920100000005000 0400000030000499   
0601OWB4Y       20250101000925100000005000 0400000030000505   
0601OWB4Y       20250101000930100000005000 0400000030000509   
0601OWB4Y       20250101000935100000005000 0400000030000513   
0601OWB4Y       20250101000940100000005000 0400000030000519   
0601OWB4Y       20250101000945100000005000 0400000030000522   
0601OWB4Y       20250101000950100000005000 0400000030000528   
0601OWB4Y       20250101000955100000005000 0400000030000532   
0601OWB4Y       20250101000960100000005000 0400000030000536   
0601OWB4Y       20250101000965100000005000 0400000030000541   
0601OWB4Y       20250101000970100000005000 0400000030000545   
0601OWB4Y       20250101000975100000005000 0400000030000548   
0601OWB4Y       20250101000980100000005000 0400000030000554   
0601OWB4Y       20250101000985100000005000 0400000030000557   
0601OWB4Y       20250101000990100000005000 0400000030000561   
0601OWB4Y       20250101000995100000005000 0400000030000566   
0601OWB4Y       20250101001000100000005000 0400000030000570   
0601OWB4Y       20250101001005100000005000 0400000030000575   
0601OWB4Y       20250101001010100000005000 0400000030000578   
0601OWB4Y       20250101001015100000005000 0400000030000582   
0601OWB4Y       20250101001020100000005000 0400000030000585   
0601OWB4Y       20250101001025100000005000 0400000030000590   
0601OWB4Y       20250101001030100000005000 0400000030000593   
0601OWB4Y       20250101001035100000005000 0400000030000598   
0601OWB4Y       20250101001040100000005000 0400000030000600   
0601OWB4Y       20250101001045100000005000 0400000030000604   
0601OWB4Y       20250101001050100000005000 0400000030000609   
0601OWB4Y       20250101001055100000005000 0400000030000612   
0601OWB4Y       20250101001060100000005000 0400000030000616   
0601OWB4Y       20250101001065100000005000 0400000030000619   
0601OWB4Y       20250101001070100000005000 0400000030000622   
0601OWB4Y       20250101001075100000005000 0400000030000625   
0601OWB4Y       20250101001080100000005000 0400000030000627   
0601OWB4Y       20250101001085100000005000 0400000030000631   
0601OWB4Y       20250101001090100000005000 0400000030000633   
0601OWB4Y       20250101001095100000005000 0400000030000636   
0601OWB4Y       20250101001100100000005000 0400000030000639   
0601OWB4Y       20250101001105100000005000 0400000030000642   
0601OWB4Y       20250101001110100000005000 0400000030000644   
0601OWB4Y       20250101001115100000005000 0400000030000647   
0601OWB4Y       20250101001120100000005000 0400000030000649   
0601OWB4Y       20250101001125100000005000 0400000030000652   
0601OWB4Y       20250101001130100000005000 0400000030000655   
0601OWB4Y       20250101001135100000005000 0400000030000658   
0601OWB4Y       20250101001140100000005000 0400000030000660   
0601OWB4Y       20250101001145100000005000 0400000030000662   
0601OWB4Y       20250101001150100000005000 0400000030000666   
0601OWB4Y       20250101001155100000005000 0400000030000668   
0601OWB4Y       20250101001160100000005000 0400000030000671   
0601OWB4Y       20250101001165100000005000 0400000030000673   
0601OWB4Y       20250101001170100000005000 0400000030000676   
0601OWB4Y       20250101001175100000005000 0400000030000679   
0601OWB4Y       20250101001180100000005000 0400000030000681   
0601OWB4Y       20250101001185100000005000 0400000030000683   
0601OWB4Y       20250101001190100000005000 0400000030000686   
0601OWB4Y       20250101001195100000005000 0400000030000688   
0601OWB4Y       20250101001200100000005000 0400000030000690   
0601OWB4Y       20250101001205100000005000 0400000030000692   
0601OWB4Y       20250101001210100000005000 0400000030000694   
0601OWB4Y       20250101001215100000005000 0400000030000697   
0601OWB4Y       20250101001220100000005000 0400000030000699   
0601OWB4Y       20250101001225100000005000 0400000030000704   
0601OWB4Y       20250101001230100000005000 0400000030000708   
0601OWB4Y       20250101001235100000005000 0400000030000711   
0601OWB4Y       20250101001240100000005000 0400000030000715   
0601OWB4Y       20250101001245100000005000 0400000030000719   
0601OWB4Y       20250101001250100000005000 0400000030000723   
0601OWB4Y       20250101001255100000005000 0400000030000726   
0601OWB4Y       20250101001260100000005000 0400000030000730   
0601OWB4Y       20250101001265100000005000 0400000030000733   
0601OWB4Y       20250101001270100000005000 0400000030000736   
0601OWB4Y       20250101001275100000005000 0400000030000740   
0601OWB4Y       20250101001280100000005000 0400000030000744   
0601OWB4Y       20250101001285100000005000 0400000030000747   
0601OWB4Y       20250101001290100000005000 0400000030000750   
0601OWB4Y       20250101001295100000005000 0400000030000754   
0601OWB4Y       20250101001300100000005000 0400000030000757   
0601OWB4Y       20250101001305100000005000 0400000030000760   
0601OWB4Y       20250101001310100000005000 0400000030000764   
0601OWB4Y       20250101001315100000005000 0400000030000768   
0601OWB4Y       20250101001320100000005000 0400000030000771   
0601OWB4Y       20250101001325100000005000 0400000030000774   
0601OWB4Y       20250101001330100000005000 0400000030000778   
0601OWB4Y       20250101001335100000005000 0400000030000781   
0601OWB4Y       20250101001340100000005000 0400000030000784   
0601OWB4Y       20250101001345100000005000 0400000030000789   
0601OWB4Y       20250101001350100000005000 0400000030000792   
0601OWB4Y       20250101001355100000005000 0400000030000796   
0601OWB4Y       20250101001360100000005000 0400000030000800   
0601OWB4Y       20250101001365100000005000 0400000030000803   
0601OWB4Y       20250101001370100000005000 0400000030000806   
0601OWB4Y       20250101001375100000005000 0400000030000810   
0601OWB4Y       20250101001380100000005000 0400000030000813   
0601OWB4Y       20250101001385100000005000 0400000030000817   
0601OWB4Y       20250101001390100000005000 0400000030000821   
0601OWB4Y       20250101001395100000005000 0400000030000824   
0601OWB4Y       20250101001400100000005000 0400000030000826   
0601OWB4Y       20250101001405100000005000 0400000030000831   
0601OWB4Y       20250101001410100000005000 0400000030000834   
0601OWB4Y       20250101001415100000005000 0400000030000837   
0601OWB4Y       20250101001420100000005000 0400000030000839   
0601OWB4Y       20250101001425100000005000 0400000030000843   
0601OWB4Y       20250101001430100000005000 0400000030000847   
0601OWB4Y       20250101001435100000005000 0400000030000849   
0601OWB4Y       20250101001440100000005000 0400000030000853   
0601OWB4Y       20250101001445100000005000 0400000030000856   
0601OWB4Y       20250101001450100000005000 0400000030000859   
0601OWB4Y       20250101001455100000005000 0400000030000862   
0601OWB4Y       20250101001460100000005000 0400000030000866   
0601OWB4Y       20250101001465100000005000 0400000030000868   
0601OWB4Y       20250101001470100000005000 0400000030000872   
0601OWB4Y       20250101001475100000005000 0400000030000875   
0601OWB4Y       20250101001480100000005000 0400000030000878   
0601OWB4Y       20250101001485100000005000 0400000030000882   
0601OWB4Y       20250101001490100000005000 0400000030000885   
0601OWB4Y       20250101001495100000005000 0400000030000888   
0601OWB4Y       20250101001500100000500000 0400000030001041   
0601OWB4Y       20250101002000100000500000 0400000030001345   
0601OWB4Y       20250101002500100000500000 0400000030001551   
0601OWB4Y       20250101003000100000500000 0400000030001694   
0601OWB4Y       20250101003500100000500000 0400000030001798   
0601OWB4Y       20250101004000100000500000 0400000030001878   
0601OWB4Y       20250101004500100000500000 0400000030001941   
0601OWB4Y       20250101005000100000500000 0400000030001992   
0601OWB4Y       20250101005500100000500000 0400000030002035   
0601OWB4Y       20250101006000100000500000 0400000030002070   
0601OWB4Y       20250101006500100000500000 0400000030002101   
0601OWB4Y       20250101007000100000500000 0400000030002126   
0601OWB4Y       20250101007500100000500000 0400000030002149   
0601OWB4Y       20250101008000100000500000 0400000030002169   
0601OWB4Y       20250101008500100000500000 0400000030002187   
0601OWB4Y       20250101009000100000500000 0400000030002203   
0601OWB4Y       20250101009500100000500000 0400000030002210   
0601OWB5Y       20250101000000100000040000 0500000030000000   
0601OWB5Y       20250101000040100000005000 0500000030000071   
0601OWB5Y       20250101000045100000005000 0500000030000063   
0601OWB5Y       20250101000050100000005000 0500000030000057   
0601OWB5Y       20250101000055100000005000 0500000030000052   
0601OWB5Y       20250101000060100000005000 0500000030000048   
0601OWB5Y       20250101000065100000005000 0500000030000044   
0601OWB5Y       20250101000070100000005000 0500000030000041   
0601OWB5Y       20250101000075100000005000 0500000030000039   
0601OWB5Y       20250101000080100000005000 0500000030000036   
0601OWB5Y       20250101000085100000005000 0500000030000034   
0601OWB5Y       20250101000090100000005000 0500000030000032   
0601OWB5Y       20250101000095100000005000 0500000030000031   
0601OWB5Y       20250101000100100000005000 0500000030000029   
0601OWB5Y       20250101000105100000005000 0500000030000028   
0601OWB5Y       20250101000110100000005000 0500000030000027   
0601OWB5Y       20250101000115100000005000 0500000030000026   
0601OWB5Y       20250101000120100000005000 0500000030000024   
0601OWB5Y       20250101000125100000005000 0500000030000024   
0601OWB5Y       20250101000130100000005000 0500000030000023   
0601OWB5Y       20250101000135100000005000 0500000030000022   
0601OWB5Y       20250101000140100000005000 0500000030000021   
0601OWB5Y       20250101000145100000005000 0500000030000020   
0601OWB5Y       20250101000150100000005000 0500000030000020   
0601OWB5Y       20250101000155100000005000 0500000030000019   
0601OWB5Y       20250101000160100000005000 0500000030000018   
0601OWB5Y       20250101000165100000005000 0500000030000018   
0601OWB5Y       20250101000170100000005000 0500000030000017   
0601OWB5Y       20250101000175100000005000 0500000030000017   
0601OWB5Y       20250101000180100000005000 0500000030000016   
0601OWB5Y       20250101000185100000005000 0500000030000016   
0601OWB5Y       20250101000190100000005000 0500000030000016   
0601OWB5Y       20250101000195100000005000 0500000030000015   
0601OWB5Y       20250101000200100000005000 0500000030000015   
0601OWB5Y       20250101000205100000005000 0500000030000014   
0601OWB5Y       20250101000210100000005000 0500000030000014   
0601OWB5Y       20250101000215100000005000 0500000030000014   
0601OWB5Y       20250101000220100000005000 0500000030000013   
0601OWB5Y       20250101000225100000005000 0500000030000013   
0601OWB5Y       20250101000230100000005000 0500000030000013   
0601OWB5Y       20250101000235100000005000 0500000030000013   
0601OWB5Y       20250101000240100000005000 0500000030000012   
0601OWB5Y       20250101000245100000005000 0500000030000012   
0601OWB5Y       20250101000250100000005000 0500000030000012   
0601OWB5Y       20250101000255100000005000 0500000030000012   
0601OWB5Y       20250101000260100000005000 0500000030000011   
0601OWB5Y       20250101000265100000005000 0500000030000011   
0601OWB5Y       20250101000270100000005000 0500000030000011   
0601OWB5Y       20250101000275100000005000 0500000030000011   
0601OWB5Y       20250101000280100000005000 0500000030000011   
0601OWB5Y       20250101000285100000005000 0500000030000010   
0601OWB5Y       20250101000290100000005000 0500000030000010   
0601OWB5Y       20250101000295100000005000 0500000030000010   
0601OWB5Y       20250101000300100000005000 0500000030000010   
0601OWB5Y       20250101000305100000005000 0500000030000010   
0601OWB5Y       20250101000310100000005000 0500000030000010   
0601OWB5Y       20250101000315100000005000 0500000030000009   
0601OWB5Y       20250101000320100000005000 0500000030000009   
0601OWB5Y       20250101000325100000005000 0500000030000009   
0601OWB5Y       20250101000330100000005000 0500000030000009   
0601OWB5Y       20250101000335100000005000 0500000030000009   
0601OWB5Y       20250101000340100000005000 0500000030000009   
0601OWB5Y       20250101000345100000005000 0500000030000009   
0601OWB5Y       20250101000350100000005000 0500000030000009   
0601OWB5Y       20250101000355100000005000 0500000030000008   
0601OWB5Y       20250101000360100000005000 0500000030000008   
0601OWB5Y       20250101000365100000005000 0500000030000008   
0601OWB5Y       20250101000370100000005000 0500000030000008   
0601OWB5Y       20250101000375100000005000 0500000030000008   
0601OWB5Y       20250101000380100000005000 0500000030000008   
0601OWB5Y       20250101000385100000005000 0500000030000008   
0601OWB5Y       20250101000390100000005000 0500000030000008   
0601OWB5Y       20250101000395100000005000 0500000030000008   
0601OWB5Y       20250101000400100000005000 0500000030000007   
0601OWB5Y       20250101000405100000005000 0500000030000007   
0601OWB5Y       20250101000410100000005000 0500000030000007   
0601OWB5Y       20250101000415100000005000 0500000030000007   
0601OWB5Y       20250101000420100000005000 0500000030000007   
0601OWB5Y       20250101000425100000005000 0500000030000007   
0601OWB5Y       20250101000430100000005000 0500000030000007   
0601OWB5Y       20250101000435100000005000 0500000030000007   
0601OWB5Y       20250101000440100000005000 0500000030000007   
0601OWB5Y       20250101000445100000005000 0500000030000007   
0601OWB5Y       20250101000450100000005000 0500000030000007   
0601OWB5Y       20250101000455100000005000 0500000030000007   
0601OWB5Y       20250101000460100000005000 0500000030000006   
0601OWB5Y       20250101000465100000005000 0500000030000006   
0601OWB5Y       20250101000470100000005000 0500000030000006   
0601OWB5Y       20250101000475100000005000 0500000030000006   
0601OWB5Y       20250101000480100000005000 0500000030000006   
0601OWB5Y       20250101000485100000005000 0500000030000006   
0601OWB5Y       20250101000490100000005000 0500000030000006   
0601OWB5Y       20250101000495100000005000 0500000030000006   
0601OWB5Y       20250101000500100000005000 0500000030000006   
0601OWB5Y       20250101000505100000005000 0500000030000006   
0601OWB5Y       20250101000510100000005000 0500000030000006   
0601OWB5Y       20250101000515100000005000 0500000030000006   
0601OWB5Y       20250101000520100000005000 0500000030000006   
0601OWB5Y       20250101000525100000005000 0500000030000006   
0601OWB5Y       20250101000530100000005000 0500000030000006   
0601OWB5Y       20250101000535100000005000 0500000030000006   
0601OWB5Y       20250101000540100000005000 0500000030000006   
0601OWB5Y       20250101000545100000005000 0500000030000005   
0601OWB5Y       20250101000550100000005000 0500000030000005   
0601OWB5Y       20250101000555100000005000 0500000030000005   
0601OWB5Y       20250101000560100000005000 0500000030000005   
0601OWB5Y       20250101000565100000005000 0500000030000005   
0601OWB5Y       20250101000570100000005000 0500000030000005   
0601OWB5Y       20250101000575100000005000 0500000030000005   
0601OWB5Y       20250101000580100000005000 0500000030000005   
0601OWB5Y       20250101000585100000005000 0500000030000005   
0601OWB5Y       20250101000590100000005000 0500000030000005   
0601OWB5Y       20250101000595100000005000 0500000030000005   
0601OWB5Y       20250101000600100000005000 0500000030000005   
0601OWB5Y       20250101000605100000005000 0500000030000005   
0601OWB5Y       20250101000610100000005000 0500000030000005   
0601OWB5Y       20250101000615100000005000 0500000030000005   
0601OWB5Y       20250101000620100000005000 0500000030000005   
0601OWB5Y       20250101000625100000005000 0500000030000005   
0601OWB5Y       20250101000630100000005000 0500000030000005   
0601OWB5Y       20250101000635100000005000 0500000030000005   
0601OWB5Y       20250101000640100000005000 0500000030000005   
0601OWB5Y       20250101000645100000005000 0500000030000005   
0601OWB5Y       20250101000650100000005000 0500000030000005   
0601OWB5Y       20250101000655100000005000 0500000030000012   
0601OWB5Y       20250101000660100000005000 0500000030000024   
0601OWB5Y       20250101000665100000005000 0500000030000033   
0601OWB5Y       20250101000670100000005000 0500000030000045   
0601OWB5Y       20250101000675100000005000 0500000030000055   
0601OWB5Y       20250101000680100000005000 0500000030000063   
0601OWB5Y       20250101000685100000005000 0500000030000074   
0601OWB5Y       20250101000690100000005000 0500000030000082   
0601OWB5Y       20250101000695100000005000 0500000030000092   
0601OWB5Y       20250101000700100000005000 0500000030000101   
0601OWB5Y       20250101000705100000005000 0500000030000110   
0601OWB5Y       20250101000710100000005000 0500000030000121   
0601OWB5Y       20250101000715100000005000 0500000030000128   
0601OWB5Y       20250101000720100000005000 0500000030000137   
0601OWB5Y       20250101000725100000005000 0500000030000144   
0601OWB5Y       20250101000730100000005000 0500000030000154   
0601OWB5Y       20250101000735100000005000 0500000030000161   
0601OWB5Y       20250101000740100000005000 0500000030000171   
0601OWB5Y       20250101000745100000005000 0500000030000178   
0601OWB5Y       20250101000750100000005000 0500000030000186   
0601OWB5Y       20250101000755100000005000 0500000030000194   
0601OWB5Y       20250101000760100000005000 0500000030000202   
0601OWB5Y       20250101000765100000005000 0500000030000210   
0601OWB5Y       20250101000770100000005000 0500000030000217   
0601OWB5Y       20250101000775100000005000 0500000030000225   
0601OWB5Y       20250101000780100000005000 0500000030000231   
0601OWB5Y       20250101000785100000005000 0500000030000240   
0601OWB5Y       20250101000790100000005000 0500000030000246   
0601OWB5Y       20250101000795100000005000 0500000030000255   
0601OWB5Y       20250101000800100000005000 0500000030000260   
0601OWB5Y       20250101000805100000005000 0500000030000267   
0601OWB5Y       20250101000810100000005000 0500000030000273   
0601OWB5Y       20250101000815100000005000 0500000030000281   
0601OWB5Y       20250101000820100000005000 0500000030000288   
0601OWB5Y       20250101000825100000005000 0500000030000295   
0601OWB5Y       20250101000830100000005000 0500000030000302   
0601OWB5Y       20250101000835100000005000 0500000030000307   
0601OWB5Y       20250101000840100000005000 0500000030000315   
0601OWB5Y       20250101000845100000005000 0500000030000320   
0601OWB5Y       20250101000850100000005000 0500000030000327   
0601OWB5Y       20250101000855100000005000 0500000030000332   
0601OWB5Y       20250101000860100000005000 0500000030000339   
0601OWB5Y       20250101000865100000005000 0500000030000344   
0601OWB5Y       20250101000870100000005000 0500000030000351   
0601OWB5Y       20250101000875100000005000 0500000030000357   
0601OWB5Y       20250101000880100000005000 0500000030000363   
0601OWB5Y       20250101000885100000005000 0500000030000368   
0601OWB5Y       20250101000890100000005000 0500000030000373   
0601OWB5Y       20250101000895100000005000 0500000030000380   
0601OWB5Y       20250101000900100000005000 0500000030000384   
0601OWB5Y       20250101000905100000005000 0500000030000390   
0601OWB5Y       20250101000910100000005000 0500000030000396   
0601OWB5Y       20250101000915100000005000 0500000030000401   
0601OWB5Y       20250101000920100000005000 0500000030000405   
0601OWB5Y       20250101000925100000005000 0500000030000412   
0601OWB5Y       20250101000930100000005000 0500000030000417   
0601OWB5Y       20250101000935100000005000 0500000030000422   
0601OWB5Y       20250101000940100000005000 0500000030000428   
0601OWB5Y       20250101000945100000005000 0500000030000432   
0601OWB5Y       20250101000950100000005000 0500000030000438   
0601OWB5Y       20250101000955100000005000 0500000030000442   
0601OWB5Y       20250101000960100000005000 0500000030000447   
0601OWB5Y       20250101000965100000005000 0500000030000452   
0601OWB5Y       20250101000970100000005000 0500000030000457   
0601OWB5Y       20250101000975100000005000 0500000030000460   
0601OWB5Y       20250101000980100000005000 0500000030000466   
0601OWB5Y       20250101000985100000005000 0500000030000470   
0601OWB5Y       20250101000990100000005000 0500000030000475   
0601OWB5Y       20250101000995100000005000 0500000030000480   
0601OWB5Y       20250101001000100000005000 0500000030000484   
0601OWB5Y       20250101001005100000005000 0500000030000489   
0601OWB5Y       20250101001010100000005000 0500000030000493   
0601OWB5Y       20250101001015100000005000 0500000030000497   
0601OWB5Y       20250101001020100000005000 0500000030000502   
0601OWB5Y       20250101001025100000005000 0500000030000506   
0601OWB5Y       20250101001030100000005000 0500000030000509   
0601OWB5Y       20250101001035100000005000 0500000030000515   
0601OWB5Y       20250101001040100000005000 0500000030000518   
0601OWB5Y       20250101001045100000005000 0500000030000522   
0601OWB5Y       20250101001050100000005000 0500000030000527   
0601OWB5Y       20250101001055100000005000 0500000030000530   
0601OWB5Y       20250101001060100000005000 0500000030000536   
0601OWB5Y       20250101001065100000005000 0500000030000539   
0601OWB5Y       20250101001070100000005000 0500000030000542   
0601OWB5Y       20250101001075100000005000 0500000030000545   
0601OWB5Y       20250101001080100000005000 0500000030000548   
0601OWB5Y       20250101001085100000005000 0500000030000552   
0601OWB5Y       20250101001090100000005000 0500000030000555   
0601OWB5Y       20250101001095100000005000 0500000030000558   
0601OWB5Y       20250101001100100000005000 0500000030000561   
0601OWB5Y       20250101001105100000005000 0500000030000564   
0601OWB5Y       20250101001110100000005000 0500000030000567   
0601OWB5Y       20250101001115100000005000 0500000030000570   
0601OWB5Y       20250101001120100000005000 0500000030000573   
0601OWB5Y       20250101001125100000005000 0500000030000576   
0601OWB5Y       20250101001130100000005000 0500000030000579   
0601OWB5Y       20250101001135100000005000 0500000030000582   
0601OWB5Y       20250101001140100000005000 0500000030000585   
0601OWB5Y       20250101001145100000005000 0500000030000587   
0601OWB5Y       20250101001150100000005000 0500000030000591   
0601OWB5Y       20250101001155100000005000 0500000030000594   
0601OWB5Y       20250101001160100000005000 0500000030000597   
0601OWB5Y       20250101001165100000005000 0500000030000600   
0601OWB5Y       20250101001170100000005000 0500000030000603   
0601OWB5Y       20250101001175100000005000 0500000030000606   
0601OWB5Y       20250101001180100000005000 0500000030000608   
0601OWB5Y       20250101001185100000005000 0500000030000611   
0601OWB5Y       20250101001190100000005000 0500000030000614   
0601OWB5Y       20250101001195100000005000 0500000030000616   
0601OWB5Y       20250101001200100000005000 0500000030000619   
0601OWB5Y       20250101001205100000005000 0500000030000621   
0601OWB5Y       20250101001210100000005000 0500000030000624   
0601OWB5Y       20250101001215100000005000 0500000030000627   
0601OWB5Y       20250101001220100000005000 0500000030000629   
0601OWB5Y       20250101001225100000005000 0500000030000631   
0601OWB5Y       20250101001230100000005000 0500000030000634   
0601OWB5Y       20250101001235100000005000 0500000030000637   
0601OWB5Y       20250101001240100000005000 0500000030000639   
0601OWB5Y       20250101001245100000005000 0500000030000642   
0601OWB5Y       20250101001250100000005000 0500000030000645   
0601OWB5Y       20250101001255100000005000 0500000030000647   
0601OWB5Y       20250101001260100000005000 0500000030000650   
0601OWB5Y       20250101001265100000005000 0500000030000652   
0601OWB5Y       20250101001270100000005000 0500000030000655   
0601OWB5Y       20250101001275100000005000 0500000030000657   
0601OWB5Y       20250101001280100000005000 0500000030000660   
0601OWB5Y       20250101001285100000005000 0500000030000662   
0601OWB5Y       20250101001290100000005000 0500000030000665   
0601OWB5Y       20250101001295100000005000 0500000030000667   
0601OWB5Y       20250101001300100000005000 0500000030000669   
0601OWB5Y       20250101001305100000005000 0500000030000671   
0601OWB5Y       20250101001310100000005000 0500000030000674   
0601OWB5Y       20250101001315100000005000 0500000030000676   
0601OWB5Y       20250101001320100000005000 0500000030000678   
0601OWB5Y       20250101001325100000005000 0500000030000680   
0601OWB5Y       20250101001330100000005000 0500000030000684   
0601OWB5Y       20250101001335100000005000 0500000030000686   
0601OWB5Y       20250101001340100000005000 0500000030000688   
0601OWB5Y       20250101001345100000005000 0500000030000691   
0601OWB5Y       20250101001350100000005000 0500000030000693   
0601OWB5Y       20250101001355100000005000 0500000030000695   
0601OWB5Y       20250101001360100000005000 0500000030000701   
0601OWB5Y       20250101001365100000005000 0500000030000704   
0601OWB5Y       20250101001370100000005000 0500000030000707   
0601OWB5Y       20250101001375100000005000 0500000030000711   
0601OWB5Y       20250101001380100000005000 0500000030000715   
0601OWB5Y       20250101001385100000005000 0500000030000718   
0601OWB5Y       20250101001390100000005000 0500000030000722   
0601OWB5Y       20250101001395100000005000 0500000030000725   
0601OWB5Y       20250101001400100000005000 0500000030000728   
0601OWB5Y       20250101001405100000005000 0500000030000732   
0601OWB5Y       20250101001410100000005000 0500000030000736   
0601OWB5Y       20250101001415100000005000 0500000030000739   
0601OWB5Y       20250101001420100000005000 0500000030000742   
0601OWB5Y       20250101001425100000005000 0500000030000746   
0601OWB5Y       20250101001430100000005000 0500000030000749   
0601OWB5Y       20250101001435100000005000 0500000030000753   
0601OWB5Y       20250101001440100000005000 0500000030000757   
0601OWB5Y       20250101001445100000005000 0500000030000760   
0601OWB5Y       20250101001450100000005000 0500000030000763   
0601OWB5Y       20250101001455100000005000 0500000030000767   
0601OWB5Y       20250101001460100000005000 0500000030000771   
0601OWB5Y       20250101001465100000005000 0500000030000773   
0601OWB5Y       20250101001470100000005000 0500000030000778   
0601OWB5Y       20250101001475100000005000 0500000030000780   
0601OWB5Y       20250101001480100000005000 0500000030000784   
0601OWB5Y       20250101001485100000005000 0500000030000787   
0601OWB5Y       20250101001490100000005000 0500000030000791   
0601OWB5Y       20250101001495100000005000 0500000030000793   
0601OWB5Y       20250101001500100000500000 0500000030000950   
0601OWB5Y       20250101002000100000500000 0500000030001261   
0601OWB5Y       20250101002500100000500000 0500000030001482   
0601OWB5Y       20250101003000100000500000 0500000030001636   
0601OWB5Y       20250101003500100000500000 0500000030001748   
0601OWB5Y       20250101004000100000500000 0500000030001834   
0601OWB5Y       20250101004500100000500000 0500000030001902   
0601OWB5Y       20250101005000100000500000 0500000030001956   
0601OWB5Y       20250101005500100000500000 0500000030002002   
0601OWB5Y       20250101006000100000500000 0500000030002040   
0601OWB5Y       20250101006500100000500000 0500000030002073   
0601OWB5Y       20250101007000100000500000 0500000030002100   
0601OWB5Y       20250101007500100000500000 0500000030002125   
